STATION,DATE,TMAX,TMIN,TOBS
USC00182325,11/2/94,65,49,62
USC00186350,11/3/94,62,35,43
USC00182325,11/3/94,71,34,67
USC00186350,11/4/94,72,40,43
USC00182325,11/4/94,78,40,64
USC00186350,11/5/94,79,41,57
USC00182325,11/5/94,74,47,72
USC00186350,11/6/94,77,56,63
USC00182325,11/6/94,79,47,74
USC00186350,11/7/94,75,50,50
USC00182325,11/7/94,73,48,54
USC00186350,11/8/94,63,36,52
USC00182325,11/8/94,73,65,71
USC00186350,11/9/94,72,49,55
USC00182325,11/9/94,81,34,75
USC00186350,11/10/94,80,44,46
USC00182325,11/10/94,75,44,53
USC00186350,11/11/94,55,30,32
USC00182325,11/11/94,53,30,49
USC00186350,11/12/94,53,28,31
USC00182325,11/12/94,57,28,54
USC00186350,11/13/94,58,29,47
USC00182325,11/13/94,72,39,65
USC00186350,11/14/94,73,42,46
USC00182325,11/14/94,73,38,65
USC00186350,11/15/94,74,44,54
USC00182325,11/15/94,71,36,66
USC00186350,11/16/94,73,48,49
USC00182325,11/16/94,66,46,49
USC00186350,11/17/94,50,45,49
USC00182325,11/17/94,52,45,50
USC00186350,11/18/94,58,45,58
USC00182325,11/18/94,62,49,55
USC00186350,11/19/94,62,42,58
USC00182325,11/19/94,63,49,60
USC00186350,11/20/94,65,36,40
USC00182325,11/20/94,60,34,51
USC00186350,11/21/94,59,38,51
USC00182325,11/21/94,63,41,58
USC00186350,11/22/94,64,50,51
USC00182325,11/22/94,60,47,53
USC00186350,11/23/94,59,34,38
USC00182325,11/23/94,54,32,46
USC00186350,11/24/94,52,23,27
USC00182325,11/24/94,46,25,43
USC00186350,11/25/94,46,24,39
USC00182325,11/25/94,55,32,49
USC00186350,11/26/94,56,36,42
USC00182325,11/26/94,52,30,46
USC00186350,11/27/94,52,33,37
USC00182325,11/27/94,46,30,38
USC00186350,11/28/94,45,35,45
USC00182325,11/28/94,61,33,59
USC00186350,11/29/94,61,33,35
USC00182325,11/29/94,59,31,54
USC00186350,11/30/94,58,33,42
USC00182325,11/30/94,54,33,49
USC00186350,12/1/94,54,26,31
USC00182325,12/1/94,50,25,45
USC00186350,12/2/94,50,26,35
USC00182325,12/2/94,60,25,56
USC00186350,12/3/94,58,30,37
USC00182325,12/3/94,56,28,50
USC00186350,12/4/94,59,29,49
USC00182325,12/4/94,61,40,58
USC00186350,12/5/94,62,48,62
USC00182325,12/5/94,69,39,66
USC00186350,12/6/94,70,52,53
USC00182325,12/6/94,69,50,57
USC00186350,12/7/94,69,42,49
USC00182325,12/7/94,69,43,59
USC00186350,12/8/94,69,35,36
USC00182325,12/8/94,65,33,40
USC00186350,12/9/94,44,27,34
USC00182325,12/9/94,47,27,46
USC00186350,12/10/94,48,34,42
USC00182325,12/10/94,47,38,40
USC00186350,12/11/94,49,35,44
USC00182325,12/11/94,45,39,39
USC00186350,12/12/94,45,26,29
USC00182325,12/12/94,39,26,36
USC00186350,12/13/94,32,25,38
USC00182325,12/13/94,41,24,41
USC00186350,12/14/94,41,30,40
USC00182325,12/14/94,43,34,41
USC00186350,12/15/94,46,35,36
USC00182325,12/15/94,49,33,45
USC00186350,12/16/94,48,33,34
USC00182325,12/16/94,48,33,43
USC00186350,12/17/94,48,34,44
USC00182325,12/17/94,50,37,47
USC00186350,12/18/94,48,32,38
USC00182325,12/18/94,52,34,47
USC00186350,12/19/94,53,34,41
USC00182325,12/19/94,48,34,44
USC00186350,12/20/94,48,27,29
USC00182325,12/20/94,49,26,45
USC00186350,12/21/94,49,26,28
USC00182325,12/21/94,54,25,49
USC00186350,12/22/94,54,27,34
USC00182325,12/22/94,50,26,44
USC00186350,12/23/94,53,33,45
USC00182325,12/23/94,59,30,53
USC00186350,12/24/94,59,43,50
USC00182325,12/24/94,42,34,48
USC00186350,12/25/94,52,43,
USC00182325,12/25/94,54,40,51
USC00186350,12/26/94,55,29,33
USC00182325,12/26/94,54,27,46
USC00186350,12/27/94,55,25,29
USC00182325,12/27/94,54,31,45
USC00186350,12/28/94,55,25,27
USC00182325,12/28/94,63,24,54
USC00186350,12/29/94,62,25,42
USC00182325,12/29/94,55,30,45
USC00186350,12/30/94,49,27,28
USC00182325,12/30/94,45,25,36
USC00186350,12/31/94,42,21,28
USC00182325,12/31/94,40,20,36
USC00186350,1/1/95,40,27,41
USC00182325,1/1/95,57,32,48
USC00186350,1/2/95,54,37,39
USC00182325,1/2/95,48,30,32
USC00186350,1/3/95,48,25,27
USC00182325,1/3/95,33,22,32
USC00186350,1/4/95,34,25,29
USC00182325,1/4/95,36,22,30
USC00186350,1/5/95,32,14,15
USC00182325,1/5/95,30,11,25
USC00186350,1/6/95,36,14,24
USC00182325,1/6/95,38,16,34
USC00186350,1/7/95,39,23,37
USC00182325,1/7/95,45,30,42
USC00186350,1/8/95,47,33,34
USC00182325,1/8/95,55,30,39
USC00186350,1/9/95,43,27,33
USC00182325,1/9/95,48,26,44
USC00186350,1/10/95,47,27,30
USC00182325,1/10/95,44,27,35
USC00186350,1/11/95,37,28,33
USC00182325,1/11/95,41,30,41
USC00186350,1/12/95,49,32,41
USC00182325,1/12/95,63,31,61
USC00186350,1/13/95,63,39,50
USC00182325,1/13/95,69,40,64
USC00186350,1/14/95,69,41,64
USC00182325,1/14/95,73,47,68
USC00186350,1/15/95,73,48,65
USC00182325,1/15/95,67,43,63
USC00186350,1/16/95,62,52,55
USC00182325,1/16/95,63,45,47
USC00186350,1/17/95,56,41,43
USC00182325,1/17/95,49,38,47
USC00186350,1/18/95,50,,44
USC00182325,1/18/95,48,43,47
USC00186350,1/19/95,47,,41
USC00182325,1/19/95,48,39,44
USC00186350,1/20/95,50,,48
USC00182325,1/20/95,49,41,48
USC00186350,1/21/95,47,,47
USC00182325,1/21/95,46,36,41
USC00186350,1/22/95,48,,46
USC00182325,1/22/95,42,29,38
USC00186350,1/23/95,49,,28
USC00182325,1/23/95,41,23,36
USC00186350,1/24/95,42,,31
USC00182325,1/24/95,41,26,38
USC00186350,1/25/95,42,,33
USC00182325,1/25/95,42,29,38
USC00186350,1/26/95,42,,29
USC00182325,1/26/95,39,24,35
USC00186350,1/27/95,40,23,28
USC00182325,1/27/95,44,20,41
USC00186350,1/28/95,44,27,38
USC00182325,1/28/95,41,20,30
USC00186350,1/29/95,45,18,23
USC00182325,1/29/95,40,15,34
USC00186350,1/30/95,38,22,31
USC00182325,1/30/95,41,21,35
USC00186350,1/31/95,40,25,29
USC00182325,1/31/95,47,21,44
USC00186350,2/1/95,49,22,31
USC00182325,2/1/95,52,22,49
USC00186350,2/2/95,51,29,43
USC00182325,2/2/95,49,22,43
USC00186350,2/3/95,47,23,24
USC00182325,2/3/95,43,21,33
USC00186350,2/4/95,36,25,28
USC00182325,2/4/95,38,24,35
USC00186350,2/5/95,38,20,22
USC00182325,2/5/95,35,16,20
USC00186350,2/6/95,30,6,10
USC00182325,2/6/95,27,3,20
USC00186350,2/7/95,26,9,15
USC00182325,2/7/95,34,7,30
USC00186350,2/8/95,33,13,21
USC00182325,2/8/95,33,11,23
USC00186350,2/9/95,30,16,19
USC00182325,2/9/95,31,15,31
USC00186350,2/10/95,32,18,25
USC00182325,2/10/95,42,15,41
USC00186350,2/11/95,43,23,33
USC00182325,2/11/95,49,24,43
USC00186350,2/12/95,48,6,16
USC00182325,2/12/95,43,11,23
USC00186350,2/13/95,50,14,18
USC00182325,2/13/95,33,12,31
USC00186350,2/14/95,34,14,21
USC00182325,2/14/95,39,14,37
USC00186350,2/15/95,39,21,29
USC00182325,2/15/95,37,24,34
USC00186350,2/16/95,38,28,41
USC00182325,2/16/95,43,31,39
USC00186350,2/17/95,44,30,34
USC00182325,2/17/95,49,28,46
USC00186350,2/18/95,49,24,32
USC00182325,2/18/95,49,24,46
USC00186350,2/19/95,48,25,36
USC00182325,2/19/95,58,23,50
USC00186350,2/20/95,52,34,40
USC00182325,2/20/95,62,30,55
USC00186350,2/21/95,61,35,38
USC00182325,2/21/95,60,31,42
USC00186350,2/22/95,48,27,29
USC00182325,2/22/95,45,26,44
USC00186350,2/23/95,45,29,38
USC00182325,2/23/95,57,26,53
USC00186350,2/24/95,57,27,43
USC00182325,2/24/95,54,24,48
USC00186350,2/25/95,48,23,35
USC00182325,2/25/95,48,22,46
USC00186350,2/26/95,49,34,37
USC00182325,2/26/95,47,32,33
USC00186350,2/27/95,43,28,31
USC00182325,2/27/95,38,16,35
USC00186350,2/28/95,40,30,40
USC00182325,2/28/95,53,27,51
USC00186350,3/1/95,54,39,41
USC00182325,3/1/95,52,27,45
USC00186350,3/2/95,49,29,33
USC00182325,3/2/95,45,28,39
USC00186350,3/3/95,42,30,32
USC00182325,3/3/95,41,29,39
USC00186350,3/4/95,40,31,36
USC00182325,3/4/95,42,33,42
USC00186350,3/5/95,43,36,38
USC00182325,3/5/95,50,36,49
USC00186350,3/6/95,51,38,43
USC00182325,3/6/95,62,39,60
USC00186350,3/7/95,63,41,46
USC00182325,3/7/95,62,43,60
USC00186350,3/8/95,62,46,62
USC00182325,3/8/95,62,38,40
USC00186350,3/9/95,66,24,26
USC00182325,3/9/95,41,21,34
USC00186350,3/10/95,37,21,24
USC00182325,3/10/95,37,20,37
USC00186350,3/11/95,41,22,40
USC00182325,3/11/95,61,22,59
USC00186350,3/12/95,62,34,42
USC00182325,3/12/95,68,38,66
USC00186350,3/13/95,67,35,40
USC00182325,3/13/95,74,36,71
USC00186350,3/14/95,73,35,47
USC00182325,3/14/95,74,35,72
USC00186350,3/15/95,75,40,46
USC00182325,3/15/95,77,38,68
USC00186350,3/16/95,75,41,47
USC00182325,3/16/95,79,40,78
USC00186350,3/17/95,79,42,48
USC00182325,3/17/95,79,42,76
USC00186350,3/18/95,77,38,45
USC00182325,3/18/95,71,36,58
USC00186350,3/19/95,60,32,47
USC00182325,3/19/95,62,32,58
USC00186350,3/20/95,64,40,45
USC00182325,3/20/95,68,41,65
USC00186350,3/21/95,68,44,56
USC00182325,3/21/95,66,51,61
USC00186350,3/22/95,67,43,52
USC00182325,3/22/95,62,38,54
USC00186350,3/23/95,61,35,44
USC00182325,3/23/95,61,34,48
USC00186350,3/24/95,54,39,44
USC00182325,3/24/95,57,33,54
USC00186350,3/25/95,57,36,42
USC00182325,3/25/95,58,34,56
USC00186350,3/26/95,59,41,53
USC00182325,3/26/95,63,33,61
USC00186350,3/27/95,65,49,53
USC00182325,3/27/95,63,47,59
USC00186350,3/28/95,64,43,45
USC00182325,3/28/95,60,43,49
USC00186350,3/29/95,49,33,44
USC00182325,3/29/95,61,33,56
USC00186350,3/30/95,61,42,47
USC00182325,3/30/95,59,45,54
USC00186350,3/31/95,59,35,46
USC00182325,3/31/95,55,36,52
USC00186350,4/1/95,55,33,44
USC00182325,4/1/95,54,30,48
USC00186350,4/2/95,56,35,46
USC00182325,4/2/95,54,35,51
USC00186350,4/3/95,54,29,33
USC00182325,4/3/95,66,29,64
USC00186350,4/4/95,66,33,57
USC00182325,4/4/95,60,26,67
USC00186350,4/5/95,68,29,31
USC00182325,4/5/95,68,27,46
USC00186350,4/6/95,47,29,34
USC00182325,4/6/95,64,28,63
USC00186350,4/7/95,64,33,46
USC00182325,4/7/95,70,40,68
USC00186350,4/8/95,71,40,48
USC00182325,4/8/95,82,39,81
USC00186350,4/9/95,80,47,51
USC00182325,4/9/95,86,38,84
USC00186350,4/10/95,84,33,44
USC00182325,4/10/95,85,41,48
USC00186350,4/11/95,53,43,45
USC00182325,4/11/95,57,42,55
USC00186350,4/12/95,58,34,51
USC00182325,4/12/95,72,43,70
USC00186350,4/13/95,75,38,53
USC00182325,4/13/95,74,40,54
USC00186350,4/14/95,65,42,47
USC00182325,4/14/95,72,39,54
USC00186350,4/15/95,55,38,44
USC00182325,4/15/95,63,33,61
USC00186350,4/16/95,,,
USC00182325,4/16/95,70,39,69
USC00186350,4/17/95,,,50
USC00182325,4/17/95,70,44,57
USC00186350,4/18/95,59,44,50
USC00182325,4/18/95,70,43,67
USC00186350,4/19/95,68,39,64
USC00182325,4/19/95,90,56,89
USC00186350,4/20/95,90,46,58
USC00182325,4/20/95,89,52,88
USC00186350,4/21/95,75,52,55
USC00182325,4/21/95,83,50,81
USC00186350,4/22/95,79,55,72
USC00182325,4/22/95,83,50,75
USC00186350,4/23/95,82,44,52
USC00182325,4/23/95,76,42,57
USC00186350,4/24/95,61,42,44
USC00182325,4/24/95,57,43,48
USC00186350,4/25/95,51,44,51
USC00182325,4/25/95,69,41,68
USC00186350,4/26/95,69,38,52
USC00182325,4/26/95,68,27,67
USC00186350,4/27/95,69,42,56
USC00182325,4/27/95,78,41,77
USC00186350,4/28/95,79,42,58
USC00182325,4/28/95,77,53,63
USC00186350,4/29/95,68,40,58
USC00182325,4/29/95,72,69,71
USC00186350,4/30/95,73,48,50
USC00182325,4/30/95,71,40,50
USC00186350,5/1/95,53,44,48
USC00182325,5/1/95,63,42,61
USC00186350,5/2/95,64,46,48
USC00182325,5/2/95,62,34,48
USC00186350,5/3/95,51,41,50
USC00182325,5/3/95,74,40,69
USC00186350,5/4/95,72,48,55
USC00182325,5/4/95,71,45,68
USC00186350,5/5/95,70,54,55
USC00182325,5/5/95,69,45,65
USC00186350,5/6/95,69,52,57
USC00182325,5/6/95,70,46,69
USC00186350,5/7/95,72,41,49
USC00182325,5/7/95,71,41,70
USC00186350,5/8/95,73,41,52
USC00182325,5/8/95,72,39,69
USC00186350,5/9/95,71,43,49
USC00182325,5/9/95,72,43,70
USC00186350,5/10/95,73,48,55
USC00182325,5/10/95,71,52,67
USC00186350,5/11/95,70,53,57
USC00182325,5/11/95,78,55,77
USC00186350,5/12/95,79,55,58
USC00182325,5/12/95,78,53,68
USC00186350,5/13/95,74,49,61
USC00182325,5/13/95,79,49,76
USC00186350,5/14/95,78,54,58
USC00182325,5/14/95,76,52,59
USC00186350,5/15/95,61,53,61
USC00182325,5/15/95,78,54,45
USC00186350,5/16/95,78,46,56
USC00182325,5/16/95,79,48,77
USC00186350,5/17/95,79,55,65
USC00182325,5/17/95,79,60,77
USC00186350,5/18/95,79,63,70
USC00182325,5/18/95,84,52,74
USC00186350,5/19/95,82,62,64
USC00182325,5/19/95,81,60,65
USC00186350,5/20/95,79,50,64
USC00182325,5/20/95,80,49,77
USC00186350,5/21/95,81,53,64
USC00182325,5/21/95,83,47,80
USC00186350,5/22/95,83,56,66
USC00182325,5/22/95,82,52,78
USC00186350,5/23/95,79,49,66
USC00182325,5/23/95,82,48,81
USC00186350,5/24/95,82,61,68
USC00182325,5/24/95,90,62,87
USC00186350,5/25/95,88,65,77
USC00182325,5/25/95,89,61,83
USC00186350,5/26/95,88,65,70
USC00182325,5/26/95,84,54,69
USC00186350,5/27/95,81,60,64
USC00182325,5/27/95,84,60,72
USC00186350,5/28/95,77,59,63
USC00182325,5/28/95,74,58,61
USC00186350,5/29/95,69,59,69
USC00182325,5/29/95,83,62,76
USC00186350,5/30/95,83,62,65
USC00182325,5/30/95,77,58,69
USC00186350,5/31/95,73,52,61
USC00182325,5/31/95,83,51,82
USC00186350,6/1/95,83,56,70
USC00186350,6/2/95,83,64,75
USC00186350,6/3/95,88,67,69
USC00186350,6/4/95,86,60,69
USC00186350,6/5/95,84,58,68
USC00186350,6/6/95,83,60,69
USC00186350,6/7/95,76,67,74
USC00186350,6/8/95,91,71,80
USC00186350,6/9/95,92,66,69
USC00186350,6/10/95,,,
USC00186350,6/11/95,,,77
USC00186350,6/12/95,92,66,70
USC00186350,6/13/95,71,56,59
USC00186350,6/14/95,73,56,65
USC00186350,6/15/95,84,56,64
USC00186350,6/16/95,82,58,69
USC00186350,6/17/95,83,54,67
USC00186350,6/18/95,85,52,69
USC00186350,6/19/95,88,59,68
USC00186350,6/20/95,90,67,73
USC00186350,6/21/95,94,71,75
USC00186350,6/22/95,91,68,70
USC00186350,6/23/95,83,66,68
USC00186350,6/24/95,72,64,69
USC00186350,6/25/95,83,62,74
USC00186350,6/26/95,88,69,74
USC00186350,6/27/95,87,71,73
USC00186350,6/28/95,76,62,64
USC00186350,6/29/95,71,63,65
USC00186350,6/30/95,81,64,71
USC00186350,7/1/95,88,69,75
USC00182325,7/1/95,87,69,74
USC00186350,7/2/95,87,68,71
USC00182325,7/2/95,82,66,82
USC00186350,7/3/95,85,63,64
USC00182325,7/3/95,83,58,80
USC00186350,7/4/95,84,62,71
USC00182325,7/4/95,86,58,77
USC00186350,7/5/95,88,69,73
USC00182325,7/5/95,89,58,88
USC00186350,7/6/95,90,71,75
USC00182325,7/6/95,78,73,76
USC00186350,7/7/95,92,67,72
USC00182325,7/7/95,87,67,87
USC00186350,7/8/95,88,65,71
USC00182325,7/8/95,87,65,79
USC00186350,7/9/95,84,55,67
USC00182325,7/9/95,79,55,79
USC00186350,7/10/95,81,62,69
USC00182325,7/10/95,86,63,82
USC00186350,7/11/95,86,65,73
USC00182325,7/11/95,88,64,85
USC00186350,7/12/95,87,65,75
USC00182325,7/12/95,90,65,87
USC00186350,7/13/95,92,67,78
USC00182325,7/13/95,92,70,91
USC00186350,7/14/95,93,74,80
USC00182325,7/14/95,96,73,93
USC00186350,7/15/95,98,78,87
USC00182325,7/15/95,100,75,97
USC00186350,7/16/95,101,75,80
USC00182325,7/16/95,98,75,89
USC00186350,7/17/95,91,73,79
USC00182325,7/17/95,95,74,90
USC00186350,7/18/95,95,71,77
USC00182325,7/18/95,94,71,91
USC00186350,7/19/95,94,69,76
USC00182325,7/19/95,90,66,86
USC00186350,7/20/95,90,66,76
USC00182325,7/20/95,91,66,89
USC00186350,7/21/95,93,74,80
USC00182325,7/21/95,92,65,85
USC00186350,7/22/95,93,71,75
USC00182325,7/22/95,89,65,89
USC00186350,7/23/95,89,72,74
USC00182325,7/23/95,93,71,92
USC00186350,7/24/95,94,72,79
USC00182325,7/24/95,95,72,90
USC00186350,7/25/95,96,71,77
USC00182325,7/25/95,94,72,91
USC00186350,7/26/95,94,75,78
USC00182325,7/26/95,93,72,90
USC00186350,7/27/95,92,73,81
USC00182325,7/27/95,95,72,89
USC00186350,7/28/95,95,72,76
USC00182325,7/28/95,92,72,86
USC00186350,7/29/95,91,74,85
USC00182325,7/29/95,94,72,89
USC00186350,7/30/95,95,71,83
USC00182325,7/30/95,94,70,93
USC00186350,7/31/95,96,61,79
USC00182325,7/31/95,94,68,91
USC00186350,8/1/95,95,67,78
USC00182325,8/1/95,97,68,92
USC00186350,8/2/95,96,74,79
USC00182325,8/2/95,96,72,95
USC00186350,8/3/95,98,75,80
USC00182325,8/3/95,96,74,94
USC00186350,8/4/95,97,76,80
USC00182325,8/4/95,99,75,96
USC00186350,8/5/95,100,74,80
USC00182325,8/5/95,98,74,73
USC00186350,8/6/95,99,73,75
USC00182325,8/6/95,97,70,78
USC00186350,8/7/95,80,67,70
USC00182325,8/7/95,79,65,75
USC00186350,8/8/95,77,59,65
USC00182325,8/8/95,79,59,77
USC00186350,8/9/95,85,64,68
USC00182325,8/9/95,83,63,80
USC00186350,8/10/95,83,66,75
USC00182325,8/10/95,88,52,82
USC00186350,8/11/95,90,69,75
USC00182325,8/11/95,91,67,89
USC00186350,8/12/95,91,69,75
USC00182325,8/12/95,94,67,90
USC00186350,8/13/95,94,73,81
USC00182325,8/13/95,92,67,91
USC00186350,8/14/95,93,72,78
USC00182325,8/14/95,98,73,95
USC00186350,8/15/95,96,72,
USC00182325,8/15/95,95,72,89
USC00186350,8/16/95,96,71,74
USC00182325,8/16/95,92,71,91
USC00186350,8/17/95,94,74,79
USC00182325,8/17/95,92,73,91
USC00186350,8/18/95,95,74,
USC00182325,8/18/95,94,61,91
USC00186350,8/19/95,94,68,74
USC00182325,8/19/95,91,69,84
USC00186350,8/20/95,87,59,62
USC00182325,8/20/95,88,58,84
USC00186350,8/21/95,88,59,64
USC00182325,8/21/95,94,59,93
USC00186350,8/22/95,95,63,76
USC00182325,8/22/95,93,59,87
USC00186350,8/23/95,90,60,63
USC00182325,8/23/95,87,59,83
USC00186350,8/24/95,87,61,72
USC00182325,8/24/95,93,61,89
USC00186350,8/25/95,95,68,69
USC00182325,8/25/95,90,60,84
USC00186350,8/26/95,86,59,66
USC00182325,8/26/95,90,58,85
USC00186350,8/27/95,89,64,74
USC00182325,8/27/95,86,66,84
USC00186350,8/28/95,88,69,74
USC00182325,8/28/95,84,69,77
USC00186350,8/29/95,81,61,68
USC00182325,8/29/95,89,60,87
USC00186350,8/30/95,89,66,72
USC00182325,8/30/95,90,60,89
USC00186350,8/31/95,90,68,71
USC00182325,8/31/95,94,60,92
USC00182325,9/1/95,94,70,86
USC00182325,9/2/95,84,62,78
USC00182325,9/3/95,85,54,82
USC00182325,9/4/95,90,53,87
USC00182325,9/5/95,91,62,87
USC00182325,9/6/95,92,61,90
USC00182325,9/7/95,90,64,87
USC00182325,9/8/95,89,63,83
USC00182325,9/9/95,89,66,88
USC00182325,9/10/95,89,60,74
USC00182325,9/11/95,88,49,75
USC00182325,9/12/95,79,49,77
USC00182325,9/13/95,89,67,88
USC00182325,9/14/95,91,68,89
USC00182325,9/15/95,90,56,81
USC00182325,9/16/95,79,65,70
USC00182325,9/17/95,71,60,70
USC00182325,9/18/95,72,59,66
USC00182325,9/19/95,76,59,73
USC00182325,9/20/95,77,59,76
USC00182325,9/21/95,84,59,75
USC00182325,9/22/95,79,63,67
USC00182325,9/23/95,68,51,56
USC00182325,9/24/95,58,47,56
USC00182325,9/25/95,63,62,62
USC00182325,9/26/95,63,53,62
USC00182325,9/27/95,78,49,76
USC00182325,9/28/95,80,49,77
USC00182325,9/29/95,78,51,71
USC00182325,9/30/95,73,46,71
USC00182325,10/1/95,71,49,71
USC00182325,10/2/95,83,51,81
USC00182325,10/3/95,85,58,81
USC00182325,10/4/95,81,56,73
USC00182325,10/5/95,79,64,79
USC00182325,10/6/95,86,56,83
USC00182325,10/7/95,83,56,74
USC00182325,10/8/95,75,50,67
USC00182325,10/9/95,73,44,69
USC00182325,10/10/95,74,43,71
USC00182325,10/11/95,78,51,75
USC00182325,10/12/95,81,51,79
USC00182325,10/13/95,81,48,77
USC00182325,10/14/95,79,52,70
USC00182325,10/15/95,69,49,61
USC00182325,10/16/95,63,38,59
USC00182325,10/17/95,66,36,62
USC00182325,10/18/95,68,36,66
USC00182325,10/19/95,75,41,72
USC00182325,10/20/95,75,39,72
USC00182325,10/21/95,71,45,55
USC00182325,10/22/95,67,36,64
USC00182325,10/23/95,74,40,71
USC00182325,10/24/95,77,44,75
USC00182325,10/25/95,75,35,58
USC00182325,10/26/95,62,38,58
USC00182325,10/27/95,69,41,69
USC00182325,10/28/95,69,44,61
USC00182325,10/29/95,62,37,37
USC00182325,10/30/95,61,34,51
USC00182325,10/31/95,61,44,56
USC00182325,11/1/95,62,49,59
USC00182325,11/2/95,74,49,65
USC00182325,11/3/95,74,49,58
USC00182325,11/4/95,58,33,41
USC00182325,11/5/95,49,25,44
USC00182325,11/6/95,51,30,47
USC00182325,11/7/95,49,30,49
USC00182325,11/8/95,50,38,39
USC00182325,11/9/95,42,28,37
USC00182325,11/10/95,57,24,54
USC00182325,11/11/95,67,43,65
USC00182325,11/12/95,65,31,38
USC00182325,11/13/95,41,24,39
USC00182325,11/14/95,39,35,39
USC00182325,11/15/95,46,32,39
USC00182325,11/16/95,48,33,40
USC00182325,11/17/95,46,25,38
USC00182325,11/18/95,59,28,47
USC00182325,11/19/95,51,28,46
USC00182325,11/20/95,50,26,47
USC00182325,11/21/95,59,33,46
USC00182325,11/22/95,52,29,34
USC00182325,11/23/95,45,23,40
USC00182325,11/24/95,44,38,24
USC00182325,11/25/95,45,25,42
USC00182325,11/26/95,63,24,59
USC00182325,11/27/95,64,23,50
USC00182325,11/28/95,50,21,35
USC00182325,11/29/95,42,26,35
USC00182325,11/30/95,42,26,35
USC00182325,12/1/95,67,26,64
USC00182325,12/2/95,64,39,43
USC00182325,12/3/95,64,26,56
USC00182325,12/4/95,60,26,49
USC00182325,12/5/95,50,28,46
USC00182325,12/6/95,46,23,40
USC00182325,12/7/95,46,23,42
USC00182325,12/8/95,42,21,34
USC00182325,12/9/95,41,17,37
USC00182325,12/10/95,39,14,27
USC00182325,12/11/95,38,3,24
USC00182325,12/12/95,32,14,30
USC00182325,12/13/95,31,25,30
USC00182325,12/14/95,27,39,32
USC00182325,12/15/95,65,25,50
USC00182325,12/16/95,50,24,41
USC00182325,12/17/95,42,28,37
USC00182325,12/18/95,29,24,35
USC00182325,12/19/95,35,30,32
USC00182325,12/20/95,33,21,26
USC00182325,12/21/95,35,22,34
USC00182325,12/22/95,35,22,32
USC00182325,12/23/95,35,22,34
USC00182325,12/24/95,36,24,34
USC00182325,12/25/95,36,20,34
USC00182325,12/26/95,34,21,28
USC00182325,12/27/95,33,21,30
USC00182325,12/28/95,38,24,34
USC00182325,12/29/95,42,25,39
USC00182325,12/30/95,48,19,43
USC00182325,12/31/95,51,26,44
USC00186350,1/1/96,52,28,36
USC00182325,1/1/96,46,25,40
USC00186350,1/2/96,55,36,39
USC00182325,1/2/96,40,24,38
USC00186350,1/3/96,41,35,36
USC00182325,1/3/96,42,21,35
USC00186350,1/4/96,42,23,23
USC00182325,1/4/96,35,20,31
USC00186350,1/5/96,33,22,26
USC00182325,1/5/96,35,20,32
USC00186350,1/6/96,36,21,21
USC00182325,1/6/96,33,13,27
USC00186350,1/7/96,26,16,16
USC00182325,1/7/96,27,14,22
USC00186350,1/8/96,23,16,22
USC00182325,1/8/96,30,10,29
USC00186350,1/9/96,28,15,30
USC00182325,1/9/96,24,13,30
USC00186350,1/10/96,30,22,32
USC00182325,1/10/96,24,14,22
USC00186350,1/11/96,31,11,14
USC00182325,1/11/96,28,6,24
USC00186350,1/12/96,28,14,18
USC00182325,1/12/96,32,14,29
USC00186350,1/13/96,34,22,32
USC00182325,1/13/96,39,13,37
USC00186350,1/14/96,39,20,23
USC00182325,1/14/96,34,15,32
USC00186350,1/15/96,45,23,25
USC00182325,1/15/96,41,19,37
USC00186350,1/16/96,48,19,20
USC00182325,1/16/96,47,18,38
USC00186350,1/17/96,40,21,37
USC00182325,1/17/96,52,17,40
USC00186350,1/18/96,57,32,36
USC00182325,1/18/96,53,29,50
USC00186350,1/19/96,61,36,58
USC00182325,1/19/96,63,31,32
USC00186350,1/20/96,62,14,18
USC00182325,1/20/96,33,15,24
USC00186350,1/21/96,31,18,25
USC00182325,1/21/96,33,17,33
USC00186350,1/22/96,33,18,20
USC00182325,1/22/96,43,18,38
USC00186350,1/23/96,40,18,28
USC00182325,1/23/96,42,26,40
USC00186350,1/24/96,48,30,45
USC00182325,1/24/96,60,33,52
USC00186350,1/25/96,56,30,30
USC00182325,1/25/96,40,28,34
USC00186350,1/26/96,36,20,21
USC00182325,1/26/96,42,24,41
USC00186350,1/27/96,54,21,54
USC00182325,1/27/96,57,25,46
USC00186350,1/28/96,57,30,30
USC00182325,1/28/96,47,16,36
USC00186350,1/29/96,54,24,30
USC00182325,1/29/96,37,23,35
USC00186350,1/30/96,38,24,30
USC00182325,1/30/96,50,27,41
USC00186350,1/31/96,48,30,33
USC00182325,1/31/96,47,26,27
USC00186350,2/1/96,33,12,14
USC00182325,2/1/96,28,15,27
USC00186350,2/2/96,27,15,26
USC00182325,2/2/96,30,21,25
USC00186350,2/3/96,29,15,15
USC00182325,2/3/96,25,12,20
USC00186350,2/4/96,20,13,13
USC00182325,2/4/96,21,18,14
USC00186350,2/5/96,19,0,1
USC00182325,2/5/96,23,7,22
USC00186350,2/6/96,20,3,5
USC00182325,2/6/96,35,4,29
USC00186350,2/7/96,37,6,16
USC00182325,2/7/96,39,14,39
USC00186350,2/8/96,40,7,38
USC00182325,2/8/96,43,33,43
USC00186350,2/9/96,43,36,38
USC00182325,2/9/96,49,32,45
